OBJECTID,CD_ACID,ANO,DATA_ACID,DIA_ACID,HORA_ACID,CD_MES_ACI,MES_ACID,CD_DIA_SEM,DIA_SEMANA,CD_END_OCO,END_OCOR,NUM_KM_END,CD_ESQ,ESQUINA,PROXIMO,BAIRRO_OCO,CD_BAIRRO_,BAIRRO_GEO,CD_REGIONA,REGIONAL,MUNICIPIO,NUM_VIT_FA,TP_ACIDENT,TP_ESPECIE,TP_OUTRO_V,CS_VELOCID,CS_ALCOOL,CS_INFRAES,CS_TRANS_L,CS_TRANS_1,CS_DESREP_,FONTE,OBS_ACID,GEORREF,COORD_N_SA,COORD_E_SA,LAT_SIRGAS,LON_SIRGAS
431,201120189.0,2011,2011-08-17,2011-08-17,1899-12-30,8,AGOSTO,4,QUARTA-FEIRA,C010J,R. EMILIANO PERNETA,,C011M,R. SEN. ALENCAR GUIMARÃES,,CENTRO,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185876.38879395,673567.61523438,-25.43431358,-49.27451766
432,201120190.0,2011,2011-08-19,2011-08-19,1899-12-30,8,AGOSTO,6,SEXTA-FEIRA,W739,R. ALBERTO KLEMTZ,798,,,,PORTÃO,27,PORTÃO,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,MOTOCICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181678.50823975,669837.83898926,-25.47263706,-49.31106535
434,201120192.0,2011,2011-08-20,2011-08-20,1899-12-30,8,AGOSTO,7,SÁBADO,C888A,BR 476,140,,,,,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175845.72698975,671198.63922119,-25.52513015,-49.2967913
487,201020204.0,2010,2010-06-21,2010-06-21,,6,JUNHO,2,SEGUNDA-FEIRA,C022,AL. JÚLIA DA COSTA,1860,,,,BIGORRILHO,11,BIGORRILHO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185964.83441162,671517.68762207,-25.4337532,-49.29490647
488,201020205.0,2010,2010-08-03,2010-08-03,,8,AGOSTO,3,TERÇA-FEIRA,E353,R. ALBERICO FLORES BUENO,719,,,,BAIRRO ALTO,36,BAIRRO ALTO,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7189639.92443848,680387.2510376,-25.39953134,-49.20723063
490,201020210.0,2010,2010-08-15,2010-08-15,,8,AGOSTO,1,DOMINGO,S446,R. SÃO JOSÉ DOS PINHAIS,,S464,R. JUSSARA,,,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173597.40020752,674970.68878174,-25.54498305,-49.25897376
355,201020211.0,2010,2010-08-16,2010-08-16,,8,AGOSTO,2,SEGUNDA-FEIRA,N817A,R. RAPHAEL FIANDANESE FILHO,8,,,,SANTO INÁCIO,46,SANTO INÁCIO,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7187335.08380127,668623.81201172,-25.42171552,-49.32384481
357,201020218.0,2010,2010-08-21,2010-08-21,,8,AGOSTO,7,SÁBADO,S433,R. IZAAC FERREIRA DA CRUZ,,,,,PINHEIRINHO,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,CHOQUE,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7175098.79522705,672132.1248169,-25.53176399,-49.28740912
359,201020220.0,2010,2010-08-28,2010-08-28,,8,AGOSTO,7,SÁBADO,S951G,R. NÁDIA LEUCH RYMANSKI,175,,,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,CHOQUE,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180825.6618042,681019.78259277,-25.47901283,-49.1997624
360,201020223.0,2010,2010-08-31,2010-08-31,,8,AGOSTO,3,TERÇA-FEIRA,C023,R. JOÃO NEGRÃO,1158,,,,,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185329.34619141,674792.21783447,-25.43910789,-49.2622736
361,201020224.0,2010,2010-09-01,2010-09-01,,9,SETEMBRO,4,QUARTA-FEIRA,,R FORMOSA,,,,VILA ICARAÍ - TRILHO DE TREM,UBERABA,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,TREM,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7178935.9631958,680489.31781006,-25.49613398,-49.20478383
362,201020226.0,2010,2010-09-03,2010-09-03,,9,SETEMBRO,6,SEXTA-FEIRA,S713,AV. SEN. SALGADO FILHO,4487,,,PROX SUPERM JACOMAR,,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7180614.21600342,678534.60400391,-25.48122257,-49.22444677
364,201020230.0,2010,2010-11-29,2010-11-29,,11,NOVEMBRO,2,SEGUNDA-FEIRA,S483F,R. JUNDIAÍ DO SUL,29,,,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7172312.0289917,675296.66320801,-25.55654649,-49.25556246
365,201020232.0,2010,2010-11-26,2010-11-26,,11,NOVEMBRO,6,SEXTA-FEIRA,S447,R. LONDRINA,848,,,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174195.88439941,672256.54400635,-25.53989953,-49.28605545
366,201020233.0,2010,2010-12-14,2010-12-14,,12,DEZEMBRO,3,TERÇA-FEIRA,C102,AV. PARANÁ,3500,,,,,34,BOA VISTA,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,AMBULÂNCIA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7191123.37384033,677711.81542969,-25.38646307,-49.23401251
368,201020239.0,2010,,,,0,,0,,S353,ESTR. DO GANCHINHO - LD,,,,,UMBARÁ,73,UMBARÁ,10,REGIONAL BAIRRO NOVO,CURITIBA,1,COLISÃO,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7172872.6105957,672858.09820557,-25.55177368,-49.27989992
369,201020248.0,2010,2010-10-16,2010-10-16,,10,OUTUBRO,7,SÁBADO,S417,R. ENG. JOÃO BLEY FILHO,1490,,,,PINHEIRINHO,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,ACIDENTE COMPLEXO,AUTOMÓVEL,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7176089.31738281,672847.21179199,-25.52273983,-49.28042248
370,201020249.0,2010,2010-10-17,2010-10-17,,10,OUTUBRO,1,DOMINGO,S561T,R. DAVID TOWS,,S566,R. JOÃO BATISTA ZAGONEL PASSOS,,XAXIM,57,XAXIM,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO TRASEIRA,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7176199.85144043,674780.94781494,-25.52151508,-49.26120042
371,201020251.0,2010,,,,0,,0,,,AV DOS TRABALHADORES,,,,,,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,BICICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7181719.57598877,680464.47479248,-25.47101196,-49.20540409
374,201020255.0,2010,2010-11-19,2010-11-19,,11,NOVEMBRO,6,SEXTA-FEIRA,N524,R. FRANCISCO DALLALIBERA,728,,,,SANTA FELICIDADE,63,SANTA FELICIDADE,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7190484.79443359,668387.01263428,-25.39331077,-49.32659097
375,201020256.0,2010,2010-11-19,2010-11-19,,11,NOVEMBRO,6,SEXTA-FEIRA,S482G,TRAV. JOÃO RIBEIRO DALLEGRAVE,52,,,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,ACIDENTE COMPLEXO,AUTOMÓVEL,IGNORADO,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173177.33343506,675743.59759522,-25.54868302,-49.25122863
376,201020259.0,2010,2010-11-23,2010-11-23,,11,NOVEMBRO,3,TERÇA-FEIRA,C555E,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA - LD,11825,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO FRONTAL,AUTOMÓVEL,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175472.52258301,668179.0289917,-25.52884507,-49.32678438
378,201020262.0,2010,2010-11-25,2010-11-25,,11,NOVEMBRO,5,QUINTA-FEIRA,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,10895,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ABALROAMENTO TRANSVERSAL,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7176003.63104,667767.67084,-25.52409765,-49.33094318
379,201020264.0,2010,2010-10-24,2010-10-24,,10,OUTUBRO,1,DOMINGO,E430,AV. VICTOR FERREIRA DO AMARAL,1262,,,,TARUMÃ,19,TARUMÃ,3,REGIONAL CAJURU,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186448.05664063,678271.63183594,-25.4285968,-49.22783326
380,201020265.0,2010,,,,0,,0,,W715A,R. REZALA SIMÃO,,,,,,27,PORTÃO,7,REGIONAL PORTÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,BICICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7182312.51300049,669283.61602783,-25.46697749,-49.31665618
381,201020266.0,2010,2010-09-18,2010-09-18,,9,SETEMBRO,7,SÁBADO,C000,PR 418,,,ROD ADEMAR BERTOLDI,,ABRANCHES,50,ABRANCHES,4,REGIONAL BOA VISTA,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,CONTORNO NORTE,LOCALIZAÇÃO APROXIMADA,7195466.09143066,673611.29083252,-25.34774698,-49.27531427
382,201020272.0,2010,2010-11-15,2010-11-15,,11,NOVEMBRO,2,SEGUNDA-FEIRA,N805A,AL. ECOLÓGICA BURLE MARX,,,,PROX CHURRASQUEIRA CENTRAL,SANTO INÁCIO,46,SANTO INÁCIO,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7186778.10778809,669899.97363281,-25.42659789,-49.31109
384,201020277.0,2010,2010-11-05,2010-11-05,,11,NOVEMBRO,6,SEXTA-FEIRA,W761,R. JOÃO DEMBINSKI,2880,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181641.35919189,666913.7421875,-25.47330423,-49.34013794
385,201020281.0,2010,,,,0,,0,,E430,AV. VICTOR FERREIRA DO AMARAL,,,,,,19,TARUMÃ,3,REGIONAL CAJURU,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7186481.89379883,678022.84283447,-25.42832119,-49.23031065
386,201020283.0,2010,2010-10-30,2010-10-30,,10,OUTUBRO,7,SÁBADO,C000,PR 418,"2,0",,,,BUTIATUVINHA,61,BUTIATUVINHA,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,COLISÃO,AUTOMÓVEL,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188573.71520996,664523.22003174,-25.41099385,-49.36475518
387,201020286.0,2010,2010-12-31,2010-12-31,,12,DEZEMBRO,6,SEXTA-FEIRA,S638,R. WALDEMAR LOUREIRO CAMPOS,2478,,,,BOQUEIRÃO,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177799.05462647,676298.25561523,-25.50690042,-49.24631661
390,201120199.0,2011,2011-08-27,2011-08-27,1899-12-30,8,AGOSTO,7,SÁBADO,N018B,AV. DES. HUGO SIMAS,,,,,PILARZINHO,32,PILARZINHO,4,REGIONAL BOA VISTA,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7189923.16662598,672243.24938965,-25.39793926,-49.28819863
391,201120200.0,2011,2011-08-27,2011-08-27,1899-12-30,8,AGOSTO,7,SÁBADO,C888A,BR 476,114,,,,PINHEIRINHO,66,PINHEIRINHO,8,REGIONAL PINHEIRINHO,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7174469.94,670685.25861,-25.53760792,-49.3017236
393,201120202.0,2011,2011-08-29,2011-08-29,1899-12-30,8,AGOSTO,2,SEGUNDA-FEIRA,S005B,AV. PREF. MAURÍCIO FRUET,,S921D,R. TOUFIC RAAD,,CAPÃO DA IMBUIA,20,CAPÃO DA IMBUIA,3,REGIONAL CAJURU,CURITIBA,1,CHOQUE,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184826.37261963,679449.79400635,-25.44309265,-49.21590691
394,201120203.0,2011,2011-09-01,2011-09-01,1899-12-30,9,SETEMBRO,5,QUINTA-FEIRA,C250,AV. SETE DE SETEMBRO,,S020,R. 24 DE MAIO,R ALFERES POLLI,CENTRO,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185238.34063721,673713.32098389,-25.44005586,-49.27298712
395,201120204.0,2011,2011-09-04,2011-09-04,1899-12-30,9,SETEMBRO,1,DOMINGO,S585,R. CRISTIANO STROBEL,2251,,,,ALTO BOQUEIRÃO,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7177010.10601807,675785.84539795,-25.51408255,-49.25131007
396,201120205.0,2011,2011-09-07,2011-09-07,1899-12-30,9,SETEMBRO,4,QUARTA-FEIRA,C888,BR 116,123,,,,CAXIMBA,71,CAMPO DE SANTANA,12,REGIONAL TATUQUARA,CURITIBA,1,COLISÃO FRONTAL,AUTOMÓVEL,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7166580.12078858,668813.56402588,-25.60904008,-49.31935136
398,201120207.0,2011,2011-09-08,2011-09-08,1899-12-30,9,SETEMBRO,5,QUINTA-FEIRA,C555,BR 376,"598,0",,,CONTORNO SUL,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175433.27941895,668150.90203857,-25.52920249,-49.32705929
399,201120208.0,2011,2011-09-10,2011-09-10,1899-12-30,9,SETEMBRO,7,SÁBADO,W415,R. EMÍLIO ROMANI,2991,W434D,R. HERCULANO DE ARAÚJO FILHO,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,BICICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175588.25280762,667219.24102783,-25.52790917,-49.33634738
400,201120209.0,2011,2011-09-15,2011-09-15,1899-12-30,9,SETEMBRO,5,QUINTA-FEIRA,C888A,BR 476,128,,,,,19,TARUMÃ,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185843.05841065,677769.76580811,-25.43411777,-49.23274206
401,201120210.0,2011,2011-09-19,2011-09-19,1899-12-30,9,SETEMBRO,2,SEGUNDA-FEIRA,S527,R. FRANCISCO DEROSSO,3855,,,,XAXIM,64,ALTO BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,COLISÃO,MOTOCICLETA,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7176199.65863037,675382.65661621,-25.52144566,-49.25521481
403,201120212.0,2011,2011-09-21,2011-09-21,1899-12-30,9,SETEMBRO,4,QUARTA-FEIRA,C888,BR 116,123,,,PONTE RIO AGUAÇU,,71,CAMPO DE SANTANA,12,REGIONAL TATUQUARA,CURITIBA,1,COLISÃO,MOTOCICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7165086.61719,669138.74921,-25.62248381,-49.31592509
404,201120213.0,2011,2011-09-24,2011-09-24,1899-12-30,9,SETEMBRO,7,SÁBADO,S911,R. LUIZ FRANÇA,,S912,R. PROF. NIVALDO BRAGA,,CAJURU,21,CAJURU,3,REGIONAL CAJURU,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184554.77880859,678665.70001221,-25.4456386,-49.22366561
405,201120214.0,2011,2011-09-24,2011-09-24,1899-12-30,9,SETEMBRO,7,SÁBADO,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,,,,FRENTE A VOLVO,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7183860.0010376,664768.15783691,-25.45351678,-49.36174529
406,201020295.0,2010,2010-12-15,2010-12-15,,12,DEZEMBRO,4,QUARTA-FEIRA,C555E,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA - LD,651,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185640.33178711,664407.1696167,-25.437486,-49.36555146
407,201020297.0,2010,2010-12-18,2010-12-18,,12,DEZEMBRO,7,SÁBADO,W601,R. CARLOS KLEMTZ,1194,,,,FAZENDINHA,42,FAZENDINHA,7,REGIONAL PORTÃO,CURITIBA,1,ACIDENTE COMPLEXO,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7181278.15142822,668784.83679199,-25.47637109,-49.32148616
408,201020300.0,2010,2010-12-24,2010-12-24,,12,DEZEMBRO,6,SEXTA-FEIRA,S630,R. CEL. LUIZ JOSÉ DOS SANTOS,779,,,,BOQUEIRÃO,56,BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ACIDENTE COMPLEXO,AUTOMÓVEL,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7179207.79821777,677326.56658936,-25.49406211,-49.23627441
410,201020303.0,2010,2010-12-25,2010-12-25,,12,DEZEMBRO,7,SÁBADO,W800,R. GEN. MÁRIO TOURINHO,,,,,,30,CAMPINA DO SIQUEIRA,5,REGIONAL SANTA FELICIDADE,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7185400.29840088,670266.30560303,-25.43899292,-49.30727481
411,201020307.0,2010,,,,0,,0,,S436,R. NOVA ESPERANÇA,2013,,,,SÍTIO CERCADO,65,SÍTIO CERCADO,10,REGIONAL BAIRRO NOVO,CURITIBA,1,COLISÃO,MOTOCICLETA,VEÍCULO PESADO OU ÔNIBUS,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7172739.3026123,673990.93322754,-25.55284407,-49.26861066
412,201020308.0,2010,2010-12-05,2010-12-05,,12,DEZEMBRO,1,DOMINGO,N908,R. PROF. PEDRO VIRIATO PARIGOT DE SOUZA,4630,,,,CAMPO COMPRIDO,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,COLISÃO TRASEIRA,MOTOCICLETA,AUTOMÓVEL,,NÃO,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185155.71459961,665635.72821045,-25.44172412,-49.35327855
414,201020315.0,2010,2010-06-30,2010-06-30,,6,JUNHO,4,QUARTA-FEIRA,C104,PR 417,"1,0",,,,,53,SANTA CÂNDIDA,4,REGIONAL BOA VISTA,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7192876.83001709,679138.89624023,-25.37046498,-49.22006454
415,201020316.0,2010,2010-06-11,2010-06-11,,6,JUNHO,6,SEXTA-FEIRA,S046,AV. COM. FRANCO,,,,,UBERABA,37,UBERABA,3,REGIONAL CAJURU,CURITIBA,1,ATROPELAMENTO,A PÉ,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,LOCALIZAÇÃO APROXIMADA,7181635.18121338,678058.52581787,-25.47206439,-49.22931598
416,201020318.0,2010,2010-04-11,2010-04-11,,4,ABRIL,1,DOMINGO,C888,BR 116,124.2,,,,,71,CAMPO DE SANTANA,12,REGIONAL TATUQUARA,CURITIBA,1,SAÍDA DA PISTA,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7165064.60559,669143.79102,-25.62268192,-49.31587211
247,201120076.0,2011,,,,0,,0,,C111,BR 116,,,CONTORNO SUL,,,74,TATUQUARA,12,REGIONAL TATUQUARA,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7173707.84820557,670609.91583252,-25.5444956,-49.30237631
249,201120078.0,2011,2011-05-21,2011-05-21,,5,MAIO,7,SÁBADO,C023,R. JOÃO NEGRÃO,,C004,R. ANDRÉ DE BARROS,,CENTRO,1,CENTRO,1,REGIONAL MATRIZ,CURITIBA,1,ATROPELAMENTO,A PÉ,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7185970.7286377,674511.14080811,-25.43335155,-49.26515071
250,201120079.0,2011,,,,0,,0,,S044U,R. JOSEFINA ZANIER,,,,,PRADO VELHO,24,PRADO VELHO,1,REGIONAL MATRIZ,CURITIBA,1,SUBMERSÃO,AUTOMÓVEL,NÃO SE APLICA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184514.19281006,675927.65679932,-25.44633173,-49.25088006
251,201120080.0,2011,2011-03-29,2011-03-29,1899-12-30,3,MARÇO,3,TERÇA-FEIRA,C555,AV. JUSCELINO KUBITSCHEK DE OLIVEIRA,,,,,CIDADE INDUSTRIAL DE CURITIBA,75,CIDADE INDUSTRIAL DE CURITIBA,11,REGIONAL CIC,CURITIBA,1,QUEDA,BICICLETA,BICICLETA,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175684.51379395,667942.62298584,-25.52695835,-49.32916281
441,201020167.0,2010,2010-06-28,2010-06-28,,6,JUNHO,2,SEGUNDA-FEIRA,S652,R. PR. ANTÔNIO POLITO,,S605G,R. CASCAVEL,,BOQUEIRÃO,64,ALTO BOQUEIRÃO,2,REGIONAL BOQUEIRÃO,CURITIBA,1,ACIDENTE COMPLEXO,BICICLETA,CAMINHÃO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7175537.01318359,676914.14959717,-25.5272446,-49.23989287
442,201020173.0,2010,2010-06-25,2010-06-25,,6,JUNHO,6,SEXTA-FEIRA,C023,R. JOÃO NEGRÃO,,S015,R. CHILE,,REBOUÇAS,8,REBOUÇAS,1,REGIONAL MATRIZ,CURITIBA,1,COLISÃO,MOTOCICLETA,IGNORADO,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7184358.29858399,675171.90582275,-25.4478282,-49.25837307
444,201020288.0,2010,2010-12-10,2010-12-10,,12,DEZEMBRO,6,SEXTA-FEIRA,E103,R. ESTADOS UNIDOS,170,E210,R. COLÔMBIA,,BACACHERI,35,BACACHERI,4,REGIONAL BOA VISTA,CURITIBA,3,ACIDENTE COMPLEXO,AUTOMÓVEL,AUTOMÓVEL,,,,,,,Comitê de Análise de Acidente de Trânsito - Vida no Trânsito,,,7188707.45922852,677101.17901611,-25.40834265,-49.23976367
